merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,mcc_valid,settlement_account_valid,declared_avg_ticket_size_invalid_flag,declared_avg_ticket_size_parse_failure_flag,onboarding_date_parse_failure_flag,merchant_status_unmapped_flag
MCH2946,Divan Inc,4814,TELECOM,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2024-09-22 00:00:00,XXXX7575,ACTIVE,1246.97,True,False,False,False,False,False
MCH6782,Basu PLC,05812,FOOD_SERVICES,PRIVATE_LIMITED,DELHI,DELHI,2025-08-30 00:00:00,,ACTIVE,,False,False,True,False,False,False
MCH4168,"Jani, Khalsa and Minhas",05912,CHEMIST,INDIVIDUAL,JPR,RAJASTHAN,2023-05-28 00:00:00,,INACTIVE,,False,False,True,False,False,False
MCH4808,padmanabhan-pathak,5699,FASHION,SOLE_PROPRIETOR,LUCKNOW,UTTAR_PRADESH,,HSVX5052815662312,INACTIVE,,True,True,True,False,True,False
MCH2851,Kalla-Jain,7011,HOTEL_LODGING,INDIVIDUAL,MUMBAY,MAHARASHTRA,2025-11-29 00:00:00,XXXX3740,ACTIVE,3022.0,True,False,False,False,False,False
MCH9029,Hayre and Sons,5311,RETAIL,INDIVIDUAL,AMRITSAR,PUNJAB,2025-11-19 00:00:00,,ACTIVE,,True,False,False,False,False,False
MCH2529,Sheth-Pal,5942,BOOKS_STATIONERY,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2023-08-23 00:00:00,2709901385,ACTIVE,1398.37,True,True,False,False,False,False
MCH5523,Behl Inc,05699,CLOTHS,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2025-06-15 00:02:44,GIRV9312114208892,ACTIVE,2946.06,False,True,False,False,False,False
MCH2264,"Sule, Sarma and Sur",5311,RETAIL,INDIVIDUAL,NEW_DELHI,DELHI,2025-10-21 00:00:00,HGHS4575612385959,SUSPENDED,4017.0,True,True,False,False,False,False
MCH3592,"Sem, Chandran and Dara",5999,OTHER,SOLE_PROPRIETOR,DILLI,DELHI,2023-11-15 09:32:00,8281028913,INACTIVE,,True,True,True,False,False,False
MCH6121,"more, sandhu and dugar",,CLOTHS,PRIVATE_LIMITED,JALANDHAR,PUNJAB,2023-07-26 00:00:00,8169816022,ACTIVE,,False,True,True,False,False,False
MCH2917,Gole-Rau,05812,FOOD,SOLE_PROPRIETOR,MADRAS,TAMIL_NADU,2025-10-10 00:00:00,XXXX0356,INACTIVE,,False,False,True,False,False,False
MCH9566,Batra-Kaul,5311,DEPARTMENT_STORES,PRIVATE_LIMITED,DELHI,DELHI,2025-11-28 00:00:00,LYAO0984012362521,ACTIVE,1260.75,True,True,False,False,False,False
MCH8902,Sabharwal Ltd,5411,KIRANA,SOLE_PROPRIETOR,AMRITSAR,PUNJAB,2024-12-27 00:00:00,8958186574,ACTIVE,,True,True,True,False,False,False
MCH7635,Karpe Inc,04814,TELECOM,PARTNERSHIP,MUMBAI,MAHARASHTRA,2023-05-11 12:34:38,4808643996,SUSPENDED,6027.41,False,True,False,False,False,False
MCH2665,"Goswami, Savant and Kar",5311,DEPARTMENT_STORE,SOLE_PROPRIETOR,HYD,TELANGANA,2024-03-23 00:00:00,XXXX6615,ACTIVE,1516.75,True,False,False,False,False,False
MCH9349,Mahajan-Ghosh,5812,EATING_PLACE,INDIVIDUAL,CHENNAI,TAMIL_NADU,2023-02-21 00:00:00,,INACTIVE,3266.0,True,False,False,False,False,False
MCH4964,SARKAR-GODA,5311,DEPT_STORE,PRIVATE_LIMITED,POONA,MAHARASHTRA,2025-07-14 00:00:00,,SUSPENDED,1517.0,True,False,False,False,False,False
MCH1769,"Sekhon, Goswami and Rajan",4814,TELECOM,SOLE_PROPRIETOR,LUCKNOW,UTTAR_PRADESH,2025-06-28 07:25:18,DYOJ7653218721893,ACTIVE,1009.67,True,True,False,False,False,False
MCH9867,Loyal and Sons,05699,APPAREL,PARTNERSHIP,PUNE,MAHARASHTRA,2023-05-16 14:57:33,,ACTIVE,1984.39,False,False,False,False,False,False
MCH9910,"Karan, Ram and Sengupta",5311,DEPT_STORE,INDIVIDUAL,DELHI,DELHI,2025-10-14 00:00:00,IIRT4821012999661,ACTIVE,191.17,True,True,False,False,False,False
MCH3796,Mani-Saha,,FOOD,INDIVIDUAL,CHENNAI,TAMIL_NADU,2023-08-06 00:00:00,GQAE5409560780073,ACTIVE,860.72,False,True,False,False,False,False
MCH2346,Palla-Mannan,5699,GARMENTS,PARTNERSHIP,CHENNAI,TAMIL_NADU,2025-04-29 00:00:00,XXXX3607,ACTIVE,468.76,True,False,False,False,False,False
MCH1016,"Reddy, Amble and Parmar",4814,TELECOM,PARTNERSHIP,MADRAS,TAMIL_NADU,2023-03-10 00:00:00,,ACTIVE,517.37,True,False,False,False,False,False
MCH9725,Shan LLC,05699,CLOTHING,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2024-12-20 00:00:00,4923079593,ACTIVE,2250.85,False,True,False,False,False,False
MCH8203,lad-suresh,,OTHER,PARTNERSHIP,LUDHIANA,PUNJAB,2024-10-16 00:00:00,YJQR4818378164787,ACTIVE,937.0,False,True,False,False,False,False
MCH2478,"Bala, Sane and Som",05699,CLOTHS,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,2023-02-15 00:00:00,QRPZ8741280654685,ACTIVE,911.53,False,True,False,False,False,False
MCH3722,Upadhyay-Issac,5999,OTHER,PRIVATE_LIMITED,ASR,PUNJAB,2024-01-13 00:00:00,8162918072,SUSPENDED,2279.6,True,True,False,False,False,False
MCH2085,Chacko-Zachariah,04131,TRANSPORT,SOLE_PROPRIETOR,LKO,UTTAR_PRADESH,,,ACTIVE,472.37,False,False,False,False,False,False
MCH9921,"Datta, Chatterjee and Khalsa",04131,TRANSPORT,PRIVATE_LIMITED,BENGALURU,KARNATAKA,2024-02-22 00:00:00,XXXX9256,ACTIVE,2964.42,False,False,False,False,False,False
MCH1494,Dave LLC,5999,MISC_RETAIL,PRIVATE_LIMITED,HYD,TELANGANA,2023-08-23 00:00:00,,ACTIVE,14736.17,True,False,False,False,False,False
MCH8794,"Mandal, Dalal and Sane",4131,TRANSPRT,PARTNERSHIP,PUNE,MAHARASHTRA,2025-02-27 00:00:00,,INACTIVE,10132.54,True,False,False,False,False,False
MCH1005,SAGAR AND SONS,5912,MEDICAL_STORE,PARTNERSHIP,LUDHIANA,PUNJAB,,IPTY9767700049775,ACTIVE,967.53,True,True,False,False,True,False
MCH8820,"Sarkar, Arya and Chand",4131,BUS_TAXI,PRIVATE_LIMITED,LDH,PUNJAB,,XXXX8518,ACTIVE,3994.88,True,False,False,False,True,False
MCH1442,Wadhwa-Walla,7011,HOTEL,PRIVATE_LIMITED,PUNE,MAHARASHTRA,2025-12-13 00:00:00,,ACTIVE,1483.74,True,False,False,False,False,False
MCH8660,"Ben, Guha and Sabharwa1",5812,FOOD_SERVICES,SOLE_PROPRIETOR,LUCKNOW,UTTAR_PRADESH,2025-07-22 00:00:00,XXXX9591,ACTIVE,,True,False,False,False,False,False
MCH8091,"Kata, Mangat and Tiwari",5812,RESTAURANTS,PARTNERSHIP,AMRITSAR,PUNJAB,2023-09-18 00:00:00,XDJG1975759254930,INACTIVE,723.01,True,True,False,False,False,False
MCH9107,Apte-Pathak,5699,CLOTHS,PRIVATE_LIMITED,JALANDAR,PUNJAB,2023-05-25 21:09:31,,ACTIVE,4111.02,True,False,False,False,False,False
MCH4062,Rana Group,5999,RETAIL_OTHER,INDIVIDUAL,MUMBAY,MAHARASHTRA,2023-09-20 00:00:00,XXXX3317,INACTIVE,1544.23,True,False,False,False,False,False
MCH7880,Ben-Khare,04131,TRANSPORTATION,INDIVIDUAL,CHENNAI,TAMIL_NADU,2024-01-20 00:00:00,,ACTIVE,3857.41,False,False,False,False,False,False
MCH2791,"Rastogi, Mannan and Sabharwal",UNKNOWN,CHEMIST,SOLE_PROPRIETOR,DELHI,DELHI,2025-08-21 00:00:00,,ACTIVE,,False,False,False,False,False,False
MCH2988,"Mangal, Gokhale and Malhotra",5812,FOOD_SERVICES,SOLE_PROPRIETOR,MUMBAY,MAHARASHTRA,2023-10-10 10:11:05,,ACTIVE,3595.96,True,False,False,False,False,False
MCH8724,"GOLE, ROY AND KHURANA",5411,GROCERY_STORES,SOLE_PROPRIETOR,BANGALORE,KARNATAKA,2024-03-31 00:00:00,XXXX8526,ACTIVE,926.44,True,False,False,False,False,False
MCH7288,Sandhu Inc,5812,RESTAURANT,PARTNERSHIP,BANGALORE,KARNATAKA,2025-02-16 00:00:00,,ACTIVE,1887.15,True,False,False,False,False,False
MCH1277,Deol-Nayak,4131,TRANSPRT,INDIVIDUAL,BENGALURU,KARNATAKA,,,ACTIVE,1188.0,True,False,False,False,False,False
MCH7969,"Karan,BalandKhurana",4131,TRAVEL,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2025-04-16 00:00:00,,ACTIVE,836.32,True,False,False,False,False,False
MCH4765,Baral Inc,4131,TRANSPRT,PRIVATE_LIMITED,LUDHIANA,PUNJAB,,,INACTIVE,2514.87,True,False,False,False,False,False
MCH2475,Bains-Sahota,5411,KIRANA,INDIVIDUAL,BANGALORE,KARNATAKA,2023-08-16 00:00:00,XXXX6630,ACTIVE,,True,False,True,False,False,False
MCH6429,Doshi Group,5699,APPAREL,SOLE_PROPRIETOR,AMRITSAR,PUNJAB,2025-10-15 00:00:00,YIYE8202990184325,ACTIVE,369.26,True,True,False,False,False,False
MCH9439,Dhingra Inc,5411,GROCERY_STORE,INDIVIDUAL,MUMBAY,MAHARASHTRA,2023-06-06 00:00:00,,INACTIVE,619.52,True,False,False,False,False,False
MCH7751,"Vig, Iyer and Andra",5311,RETAIL,PARTNERSHIP,PUNE,MAHARASHTRA,2024-06-28 00:00:00,6513543497,SUSPENDED,590.58,True,True,False,False,False,False
MCH8509,"Majumdar, Deshpande and Solanki",5311,DEPT_STORE,PARTNERSHIP,BLR,KARNATAKA,2024-09-17 00:00:00,XXXX5135,INACTIVE,,True,False,True,False,False,False
MCH4605,BARAD PLC,5942,STATIONERY,SOLE_PROPRIETOR,PUNE,MAHARASHTRA,2025-06-02 22:03:20,XXXX1001,ACTIVE,5165.18,True,False,False,False,False,False
MCH2212,Parmar Group,MISC,BUS_TAXI,PRIVATE_LIMITED,JALANDHAR,PUNJAB,,,ACTIVE,4432.56,False,False,False,False,True,False
MCH6016,Goda Inc,,BOOKS,SOLE_PROPRIETOR,CALCUTTA,WEST_BENGAL,2025-07-21 22:39:16,FWRQ5490581831729,ACTIVE,1254.1,False,True,False,False,False,False
MCH1530,"suresh, kadakia and iyer",5912,MEDICAL,PRIVATE_LIMITED,JALANDHAR,PUNJAB,2024-08-23 14:54:00,,ACTIVE,158.58,True,False,False,False,False,False
MCH4511,"Walla, Kala and Devi",4131,TRANSPORT,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,2025-03-12 00:00:00,8103217288,ACTIVE,1448.32,True,True,False,False,False,False
MCH2313,gulati llc,5999,RETAIL_OTHER,PRIVATE_LIMITED,KOLKATA,WEST_BENGAL,2024-06-09 00:00:00,PWIA0473863869043,INACTIVE,,True,True,True,False,False,False
MCH7394,Brahmbhatt PLC,5812,FOOD_SERVICES,PRIVATE_LIMITED,DELHI,DELHI,2024-07-29 00:00:00,IKKI3369443713209,ACTIVE,3620.77,True,True,False,False,False,False
MCH8724,Sethi-Reddy,5411,KIRANA,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2025-04-09 00:00:00,3785181664,INACTIVE,425.41,True,True,False,False,False,False
MCH7653,Mishra LLC,5699,FASHION,INDIVIDUAL,JALANDHAR,PUNJAB,2025-04-30 00:00:00,CZKM6825233537936,ACTIVE,7064.16,True,True,False,False,False,False
MCH6017,"Loyal, Sidhu and Balay",4814,TELECOM,SOLE_PROPRIETOR,AMRITSAR,PUNJAB,,,INACTIVE,985.33,True,False,False,False,True,False
MCH8950,Handa Inc,4131,TRAVEL,PARTNERSHIP,MUMBAI,MAHARASHTRA,2024-07-31 11:02:32,XXXX9807,ACTIVE,3860.38,True,False,False,False,False,False
MCH5137,Bath-Keer,4814,TELECOM,PRIVATE_LIMITED,BENGALURU,KARNATAKA,,XXXX5840,SUSPENDED,634.0,True,False,False,False,True,False
MCH2019,WALLA-RANGANATHAN,5999,MISC_RETAIL,PARTNERSHIP,BENGALURU,KARNATAKA,2024-05-22 00:00:00,,ACTIVE,1915.39,True,False,False,False,False,False
MCH4104,Sawhney-Suri,4814,TELECOM,INDIVIDUAL,HYD,TELANGANA,2023-12-15 00:00:00,8776394591,INACTIVE,295.0,True,True,False,False,False,False
MCH1221,"SASTRY, KAPOOR AND VARUGHESE",5812,EATING_PLACE,PARTNERSHIP,JALANDHAR,PUNJAB,2025-04-26 00:00:00,,INACTIVE,3430.0,True,False,False,False,False,False
MCH6200,"Sen, Walla and Bath",5999,RETAIL_OTHER,PRIVATE_LIMITED,DELHI,DELHI,2024-01-29 20:38:00,,INACTIVE,,True,False,False,False,False,False
MCH6161,Sura-Wadhwa,MISC,TELECOM,INDIVIDUAL,BENGALURU,KARNATAKA,2025-04-22 00:00:00,QWHT6526941757258,ACTIVE,490.18,False,True,False,False,False,False
MCH8509,merchant-kalita,5411,GROCERY,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2025-02-11 00:00:00,5703041030,ACTIVE,329.11,True,True,False,False,False,False
MCH4530,"Mangal, Sehgal and Vohra",05942,BOOKS_STATIONERY,SOLE_PROPRIETOR,DILLI,DELHI,,,ACTIVE,4172.0,False,False,False,False,False,False
MCH4906,Gaba LLC,5812,FOOD_SERVICES,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2024-01-31 00:00:00,,ACTIVE,1902.8,True,False,False,False,False,False
MCH2022,Nagi-Gala,5999,MISC_RETAIL,INDIVIDUAL,CHENNAI,TAMIL_NADU,2024-04-08 00:00:00,,ACTIVE,3182.35,True,False,False,False,False,False
MCH5768,brar inc,5812,FOOD_SERVICES,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,2023-04-04 00:00:00,PTPO3474925086916,ACTIVE,1354.3,True,True,False,False,False,False
MCH9100,Dey-Bandi,5999,MISC_RETAIL,SOLE_PROPRIETOR,MUMBAI,MAHARASHTRA,2023-01-23 11:38:30,XLOL4843036264872,ACTIVE,707.08,True,True,False,False,False,False
MCH7563,Anne and Sons,7011,HOTELS,PRIVATE_LIMITED,AMRITSAR,PUNJAB,2023-05-16 00:00:00,XXXX7430,ACTIVE,300.06,True,False,False,False,False,False
MCH4503,Sunder PLC,7011,HOTELS,PARTNERSHIP,MUMBAI,MAHARASHTRA,2024-01-03 00:00:00,MTQA2966873504692,ACTIVE,540.93,True,True,False,False,False,False
MCH4077,verma-dugar,5812,FOOD_SERVICES,PRIVATE_LIMITED,KOLKATA,WEST_BENGAL,2023-07-31 00:00:00,7415298015,ACTIVE,1359.17,True,True,False,False,False,False
MCH7316,TAK LTD,,STATIONERY,SOLE_PROPRIETOR,JAIPUR,RAJASTHAN,2024-05-26 00:00:00,AICM4314076152252,ACTIVE,688.43,False,True,False,False,False,False
MCH1936,"Batra, Ramanathan and Din",5912,PHARMACIES,SOLE_PROPRIETOR,HYDERABAD,TELANGANA,2024-07-16 00:00:00,XXXX3173,ACTIVE,143.98,True,False,False,False,False,False
MCH7030,Shan Ltd,5311,DEPT_STORE,INDIVIDUAL,LUDHIANA,PUNJAB,,,SUSPENDED,466.83,True,False,False,False,False,False
MCH2698,Purohit-Issac,,OTHER,INDIVIDUAL,LUDHIANA,PUNJAB,2023-04-15 00:00:00,1149607185,INACTIVE,798.99,False,True,False,False,False,False
MCH1813,Balan-Deo,5311,DEPARTMENT_STORES,PARTNERSHIP,POONA,MAHARASHTRA,2024-08-28 00:00:00,UAJB1335544875863,ACTIVE,,True,True,True,False,False,False
MCH9560,Kaul PLC,5942,BOOK_STORE,INDIVIDUAL,BLR,KARNATAKA,2024-10-24 00:00:00,XWSA3966243533864,INACTIVE,735.59,True,True,False,False,False,False
MCH9859,Mukherjee-Agate,5999,OTHER,SOLE_PROPRIETOR,JALANDAR,PUNJAB,,,ACTIVE,158.0,True,False,False,False,False,False
MCH3712,Narain-Vaidya,7011,HOTELS,INDIVIDUAL,HYDERABAD,TELANGANA,,PUJI3728932216325,ACTIVE,333.0,True,True,False,False,True,False
MCH1894,CHANDRA-KAPUR,5311,DEPARTMENT_STORE,PARTNERSHIP,JALANDHAR,PUNJAB,2023-02-22 00:00:00,,ACTIVE,3951.56,True,False,False,False,False,False
MCH9242,"Kadakia, Yadav and Seshadri",7011,HOTEL,PARTNERSHIP,HYD,TELANGANA,2023-03-10 00:00:00,XXXX4049,SUSPENDED,1024.36,True,False,False,False,False,False
MCH1651,Kumar Inc,5942,BOOKS_STATIONERY,SOLE_PROPRIETOR,MUMBAI,MAHARASHTRA,,XXXX7749,ACTIVE,1249.76,True,False,False,False,True,False
MCH7133,DinInc,5411,KIRANA,PRIVATE_LIMITED,PUNE,MAHARASHTRA,2023-05-05 02:26:09,,INACTIVE,,True,False,False,False,False,False
MCH6404,Tailor Group,5999,OTHER,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2026-02-04 15:32:58,,SUSPENDED,792.4,True,False,False,False,False,False
MCH5884,Raman and Sons,4131,BUS_TAXI,INDIVIDUAL,CHENNAI,TAMIL_NADU,,1966210053,ACTIVE,743.19,True,True,False,False,False,False
MCH7288,"LALLA, SANT AND MUTTI",5411,GROCERY_STORE,PRIVATE_LIMITED,DILLI,DELHI,2025-10-18 00:00:00,XXXX5071,ACTIVE,,True,False,False,False,False,False
MCH4904,"Vohra, Lanka and Bumb",4814,MOBILE_RECHARGE,PARTNERSHIP,CHENNAI,TAMIL_NADU,2023-09-25 03:37:00,XXXX8030,ACTIVE,1946.13,True,False,False,False,False,False
MCH4236,"Sinha, Shukla and Lad",5699,APPAREL,SOLE_PROPRIETOR,DELHI,DELHI,2025-07-08 12:08:37,OZWZ6142696689139,ACTIVE,844.0,True,True,False,False,False,False
MCH9261,Gupta-Manne,5812,EATING_PLACE,INDIVIDUAL,JAIPUR,RAJASTHAN,2025-07-10 09:04:41,,ACTIVE,2734.0,True,False,False,False,False,False
MCH8643,"Kota, Aurora and Dugal",5699,CLOTHS,SOLE_PROPRIETOR,DELHI,DELHI,2024-04-15 14:41:15,GITM5447907663864,ACTIVE,1011.23,True,True,False,False,False,False
MCH8286,"Chadha, Chaudhari and Edwin",5912,MEDICAL_STORE,PRIVATE_LIMITED,HYDERABAD,TELANGANA,2023-08-09 00:00:00,XXXX2952,ACTIVE,1828.46,True,False,False,False,False,False
MCH3398,Chaudhary Ltd,5699,APPAREL,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2023-11-18 08:31:43,5865246306,INACTIVE,1864.25,True,True,False,False,False,False
MCH5648,Morar and Sons,7011,HOSPITALITY,INDIVIDUAL,PUNE,MAHARASHTRA,,DHOL8937164342491,ACTIVE,,True,True,True,False,True,False
MCH7644,Mital PLC,7011,HOSPITALITY,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2024-03-07 00:00:00,,ACTIVE,602.59,True,False,False,False,False,False
MCH7430,Arya Group,5699,CLOTHING,INDIVIDUAL,KOLKATA,WEST_BENGAL,,,ACTIVE,1727.74,True,False,False,False,False,False
MCH5267,"Chandra, Som and Grewal",4131,TRANSPORTATION,INDIVIDUAL,HYDERABAD,TELANGANA,2025-11-30 22:52:00,2585843766,ACTIVE,999.83,True,True,False,False,False,False
MCH5288,"THAMAN, MUNI AND OM",5999,MISCELLANEOUS,SOLE_PROPRIETOR,PUNE,MAHARASHTRA,2023-07-08 00:00:00,7391241084,ACTIVE,1015.84,True,True,False,False,False,False
MCH7075,D’Alia Group,7011,HOTEL_LODGING,PARTNERSHIP,MADRAS,TAMIL_NADU,2024-05-03 20:19:30,1415999033,INACTIVE,1262.21,True,True,False,False,False,False
MCH4322,Khanna-Sarma,05311,DEPT_STORE,SOLE_PROPRIETOR,JALANDAR,PUNJAB,2025-05-02 00:00:00,,ACTIVE,575.07,False,False,False,False,False,False
MCH8423,Balasubramanian and Sons,05411,GROCERY_STORE,PRIVATE_LIMITED,BOMBAY,MAHARASHTRA,2025-01-26 00:00:00,5080169849,ACTIVE,1838.16,False,True,False,False,False,False
MCH7229,"Salvi, Kale and Sunder",4814,MOBILE_RECHARGE,PRIVATE_LIMITED,PUNE,MAHARASHTRA,2025-12-23 00:00:00,,ACTIVE,606.62,True,False,False,False,False,False
MCH4127,Subramaniam-Jhaveri,4131,BUS_TAXI,SOLE_PROPRIETOR,JPR,RAJASTHAN,2024-05-22 00:00:00,XXXX1628,SUSPENDED,5333.88,True,False,False,False,False,False
MCH8721,Bera-Chhabra,4131,TRAVEL,SOLE_PROPRIETOR,LKO,UTTAR_PRADESH,,,ACTIVE,2543.82,True,False,False,False,True,False
MCH8211,parekh-atwal,5411,GROCERY_STORE,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2025-05-22 00:00:00,9728363988,ACTIVE,,True,True,False,False,False,False
MCH8095,Saxena LLC,5699,CLOTHS,PRIVATE_LIMITED,JPR,RAJASTHAN,2024-08-16 00:00:00,7415423811,ACTIVE,304.22,True,True,False,False,False,False
MCH3656,"Sani, Rajagopalan and Sachar",5411,GROCERY_STORES,INDIVIDUAL,CHENNAI,TAMIL_NADU,2024-11-26 00:00:00,EFFS9159320721097,ACTIVE,901.19,True,True,False,False,False,False
MCH3324,Char-Gera,5699,GARMENTS,PARTNERSHIP,PUNE,MAHARASHTRA,2026-02-20 00:00:00,DLMI3626046968894,SUSPENDED,2076.73,True,True,False,False,False,False
MCH3927,Basak-Shukla,04814,MOBILE_RECHARGE,PRIVATE_LIMITED,JALANDAR,PUNJAB,2023-03-18 00:00:00,KBJY1537538735375,INACTIVE,980.64,False,True,False,False,False,False
MCH2459,Gala and Sons,4131,TRANSPORT,SOLE_PROPRIETOR,JAIPUR,RAJASTHAN,2025-04-16 00:00:00,OKFD4897091413997,ACTIVE,789.05,True,True,False,False,False,False
MCH9804,Bhasin-Peri,5311,DEPT_STORE,SOLE_PROPRIETOR,CHENNAI,TAMIL_NADU,2023-12-21 00:24:00,,SUSPENDED,962.52,True,False,False,False,False,False
MCH9632,KADE-SHERE,5311,DEPARTMENT_STORES,SOLE_PROPRIETOR,NEW_DELHI,DELHI,2025-11-28 00:00:00,,ACTIVE,895.55,True,False,False,False,False,False
MCH5896,Kale Group,5942,BOOK_STORE,INDIVIDUAL,HYDERABAD,TELANGANA,2023-07-21 00:00:00,3922466271,ACTIVE,533.74,True,True,False,False,False,False
MCH9583,"Borra, Mutti and Chaudhary",05812,RESTAURANTS,PRIVATE_LIMITED,LDH,PUNJAB,2023-05-13 01:02:41,3322589465,ACTIVE,1408.6,False,True,False,False,False,False
MCH6548,"Kaur, Puri and Agate",4814,TELECOM,PARTNERSHIP,HYD,TELANGANA,2023-09-24 18:14:00,0487365346,ACTIVE,1154.74,True,True,False,False,False,False
MCH4776,Bobal-Dutta,5411,GROCERY_STORES,INDIVIDUAL,HYD,TELANGANA,2026-02-26 11:47:00,1427903652,ACTIVE,831.82,True,True,False,False,False,False
MCH2137,DyalInc,4131,TRANSPORTATION,PARTNERSHIP,AMRITSAR,PUNJAB,2023-03-01 00:00:00,,ACTIVE,2285.47,True,False,False,False,False,False
MCH2726,"Shukla, Trivedi and Balan",5411,GROCERY_STORES,PRIVATE_LIMITED,AMRITSAR,PUNJAB,2023-04-04 00:00:00,DPXX2201328447445,ACTIVE,7491.26,True,True,False,False,False,False
MCH6284,Ta1war Ltd,7011,HOTELS,PARTNERSHIP,AMRITSAR,PUNJAB,2025-11-27 00:00:00,6681997576,ACTIVE,,True,True,True,False,False,False
MCH7698,Bhatnagar Inc,05999,MISC_RETAIL,INDIVIDUAL,LUCKNOW,UTTAR_PRADESH,2023-08-24 00:13:02,8131154936,ACTIVE,1276.92,False,True,False,False,False,False
MCH2628,Muni PLC,,DEPT_STORE,INDIVIDUAL,PUNE,MAHARASHTRA,2024-07-13 00:00:00,1524505804,ACTIVE,,False,True,True,False,False,False
MCH5518,Mannan Inc,5999,OTHER,PARTNERSHIP,HYD,TELANGANA,2024-03-28 22:25:18,,ACTIVE,1107.87,True,False,False,False,False,False
MCH3804,"Pingle, Choudhry and Sastry",05942,STATIONERY,SOLE_PROPRIETOR,DELHI,DELHI,2025-10-13 00:00:00,,ACTIVE,729.5,False,False,False,False,False,False
MCH8896,"Luthra, Kata and Bansal",5812,FOOD_SERVICES,PRIVATE_LIMITED,JAIPUR,RAJASTHAN,2025-09-18 00:00:00,,ACTIVE,,True,False,False,False,False,False
MCH8421,"KANNAN, NATH AND KALA",4131,TRANSPRT,PRIVATE_LIMITED,ASR,PUNJAB,2024-01-31 00:00:00,,SUSPENDED,612.51,True,False,False,False,False,False
MCH8427,"Hegde, Bajaj and Sura",5699,CLOTHING,PARTNERSHIP,JALANDAR,PUNJAB,2024-10-07 00:00:00,,ACTIVE,557.6,True,False,False,False,False,False
MCH9165,"Iyengar, Raja and Bhasin",5411,GROCERY,PRIVATE_LIMITED,LKO,UTTAR_PRADESH,2024-03-01 00:00:00,XXXX0194,ACTIVE,1898.13,True,False,False,False,False,False
MCH6545,"Chanda, Mittal and Venkatesh",5912,CHEMIST,INDIVIDUAL,KOLKATA,WEST_BENGAL,,0281511993,ACTIVE,909.37,True,True,False,False,False,False
MCH6870,Basak Group,4814,PHONE_SERVICE,SOLE_PROPRIETOR,POONA,MAHARASHTRA,2025-04-03 00:00:00,5001363774,ACTIVE,2497.95,True,True,False,False,False,False
MCH3955,"Dutta, Boase and Jha",5812,FOOD_SERVICES,PARTNERSHIP,JAIPUR,RAJASTHAN,,7839475828,ACTIVE,935.24,True,True,False,False,False,False
MCH7206,srivastava and sons,5411,KIRANA,PRIVATE_LIMITED,LUCKNOW,UTTAR_PRADESH,2025-08-18 00:00:00,1550287427,ACTIVE,1434.41,True,True,False,False,False,False
MCH5734,BALAN INC,5311,DEPARTMENT_STORE,PRIVATE_LIMITED,JALANDHAR,PUNJAB,2025-05-20 00:00:00,,ACTIVE,2000.53,True,False,False,False,False,False
MCH2384,Sarkar-Aur0ra,5912,CHEMIST,SOLE_PROPRIETOR,JAIPUR,RAJASTHAN,2025-01-22 04:54:23,,ACTIVE,4909.55,True,False,False,False,False,False
MCH4227,Panchal PLC,5999,OTHER,SOLE_PROPRIETOR,KOLKATA,WEST_BENGAL,2025-01-09 00:00:00,,ACTIVE,1533.36,True,False,False,False,False,False
MCH3301,REDDY AND SONS,5942,BOOKS,PARTNERSHIP,JPR,RAJASTHAN,2023-06-25 03:39:00,5060880178,ACTIVE,2571.65,True,True,False,False,False,False
MCH5269,Swaminathan-Barman,UNKNOWN,BOOK_STORE,SOLE_PROPRIETOR,PUNE,MAHARASHTRA,,ZNGO2188869689395,ACTIVE,526.0,False,True,False,False,True,False
MCH6314,Tella-Sachdeva,4131,TRANSPORTATION,SOLE_PROPRIETOR,LUCKNOW,UTTAR_PRADESH,2023-01-22 00:00:00,,ACTIVE,2661.98,True,False,False,False,False,False
MCH6481,"Virk, Shan and Chopra",5812,FOOD_SERVICES,INDIVIDUAL,PUNE,MAHARASHTRA,2024-08-07 14:41:31,3425983900,ACTIVE,2726.92,True,True,False,False,False,False
MCH1294,Rajagopalan Group,05912,MEDICAL,INDIVIDUAL,AMRITSAR,PUNJAB,2024-08-29 05:38:00,XXXX1888,ACTIVE,539.82,False,False,False,False,False,False
MCH8297,Rai and Sons,5942,BOOK_STORE,PARTNERSHIP,CHENNAI,TAMIL_NADU,2024-07-20 05:48:00,EMJO2764357164899,ACTIVE,618.85,True,True,False,False,False,False
