user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,pan_valid,aadhaar_valid,monthly_income_invalid_flag,monthly_income_parse_failure_flag,date_of_birth_parse_failure_flag,signup_timestamp_parse_failure_flag,kyc_status_unmapped_flag,risk_segment_unmapped_flag,age_years,age_invalid_flag,is_kyc_rejected,is_kyc_pending,is_high_kyc_risk,is_high_income_profile
USR53044,Onkar Bora,JNMPV7636U,353399901319,2005-01-20 00:00:00,JALANDAR,PUNJAB,30923.0,BUSINESS_OWNER,,VERIFIED,LOW,True,True,False,False,False,True,False,False,21,False,False,False,False,False
USR21292,NilimaPillai,UGXZB9436G,459812839458,1969-06-21 00:00:00,CHENNAI,TAMIL_NADU,45291.0,FREELANCER,2024-06-20 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,57,False,False,False,False,False
USR39634,Chandran Kunda,AFMQS0969B,3703,1970-07-22 00:00:00,DILLI,DELHI,39544.0,STUDENT,2025-01-21 07:36:29,VERIFIED,LOW,True,False,False,False,False,False,False,False,56,False,False,False,False,False
USR42687,Tamanna Walia,YNITG5350W,066067558146,1987-08-13 05:25:11,JALANDHAR,PUNJAB,,SELF_EMPLOYED,,VERIFIED,LOW,True,True,False,True,False,True,False,False,39,False,False,False,False,
USR98910,Krisha Dasgupta,QZWWU5848R,856277846951,1992-06-24 00:17:00,BENGALURU,KARNATAKA,17008.0,FARMER,2024-01-27 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,34,False,False,False,False,False
USR45895,Daniel Chand,QZNWK1895V,0782518845738,1998-01-09 00:00:00,JAIPUR,RAJASTHAN,,FREELANCER,2026-03-03 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,28,False,False,False,False,
USR97797,pranit dara,NOEZJ3310V,9969966338410,,MUMBAI,MAHARASHTRA,21243.0,STUDENT,,VERIFIED,LOW,True,False,False,False,False,True,False,False,,False,False,False,False,False
USR30607,RAJATA KARI,HPRGQ5346T,995395847032,1968-12-14 11:58:26,JALANDHAR,PUNJAB,33904.0,BUSINESS_OWNER,2024-04-30 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,57,False,False,False,False,False
USR68478,Baljiwan Dara,TWAOC0382J,9548,,CALCUTTA,WEST_BENGAL,21958.0,RETIRED,2024-07-17 00:00:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR18543,Laksh Naik,CHNFX9855A,829140175330,,BOMBAY,MAHARASHTRA,56719.0,RETIRED,,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR30404,Azaan Ch0pra,DVUNL3965Y,981709014032,1980-02-27 00:00:00,PUNE,MAHARASHTRA,12434.0,FREELANCER,2024-07-13 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,46,False,False,False,False,False
USR67894,BarkhaDeo,JPSSH2820A,273200309391,1987-09-28 00:00:00,JALANDAR,PUNJAB,12878.0,RETIRED,2025-11-10 00:00:00,PENDING,MEDIUM,True,True,False,False,False,False,False,False,38,False,False,True,False,False
USR92884,Harsh Loke,XQLEV4098X,226507495540,1978-04-09 00:00:00,MUMBAI,MAHARASHTRA,57819.0,BUSINESS_OWNER,,VERIFIED,LOW,True,True,False,False,False,True,False,False,48,False,False,False,False,False
USR75742,Adweta Sawhney,GTCXG6072Q,770401964119,,JAIPUR,RAJASTHAN,9705.0,FREELANCER,2026-01-12 00:00:00,VERIFIED,HIGH,True,True,False,False,True,False,False,False,,False,False,False,True,False
USR61502,guneet dua,WQNDS8753U,1288256044777,2004-04-28 00:00:00,BANGALORE,KARNATAKA,37364.0,RETIRED,2025-08-09 07:32:24,VERIFIED,MEDIUM,True,False,False,False,False,False,False,False,22,False,False,False,False,False
USR38039,Siya Shetty,WUUIF5683M,1969728978443,1991-04-03 00:00:00,DELHI,DELHI,,RETIRED,2025-03-15 20:56:51,VERIFIED,MEDIUM,True,False,False,True,False,False,False,False,35,False,False,False,False,
USR57832,UDYATI SRINIVAS,HPJKY4299S,0898,2003-05-31 05:19:00,BLR,KARNATAKA,17587.0,SELF_EMPLOYED,2024-03-09 11:57:41,VERIFIED,LOW,True,False,False,False,False,False,False,False,23,False,False,False,False,False
USR47664,Dhriti Vaidya,YBYIY7179V,5893082241811,1981-09-07 00:00:00,BENGALURU,KARNATAKA,22299.0,UNEMPLOYED,2025-03-22 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,45,False,False,False,False,False
USR74426,Ganga Vyas,GQBLJ3463S,527069445599,1966-05-18 00:00:00,LDH,PUNJAB,13394.0,FARMER,2024-02-01 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,60,False,False,False,False,False
USR20279,FALGUNI WAGLE,IUDZC5719K,906445165738,1986-01-25 23:12:00,CHENNAI,TAMIL_NADU,49737.0,RETIRED,2025-08-10 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,40,False,False,False,False,False
USR27032,Max Parsa,YZGQL3948I,,,HYDERABAD,TELANGANA,77227.0,FARMER,2025-02-25 21:01:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,True
USR52186,Amruta Guha,EVSMB1704W,8098516649239,,JALANDHAR,PUNJAB,23173.0,UNEMPLOYED,,PENDING,HIGH,True,False,False,False,True,True,False,False,,False,False,True,True,False
USR91762,Ira Ramanathan,YUEVZ4833Y,203956305124,,LUCKNOW,UTTAR_PRADESH,14797.0,BUSINESS_OWNER,2026-02-24 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR88333,Unnati Taneja,QKHXR2598,200293479613,1989-11-24 00:00:00,CHENNAI,TAMIL_NADU,27527.0,RETIRED,2025-07-16 19:24:58,VERIFIED,MEDIUM,False,True,False,False,False,False,False,False,36,False,False,False,False,False
USR33546,Rishi Srinivasan,GXLDK1770V,455494092159,,JALANDAR,PUNJAB,,UNEMPLOYED,,VERIFIED,LOW,True,True,False,True,True,False,False,False,,False,False,False,False,
USR28210,Gaurav Dyal,DBNWB7980A,846674448200,1969-06-15 00:00:00,LKO,UTTAR_PRADESH,50225.0,SELF_EMPLOYED,2024-12-19 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,57,False,False,False,False,False
USR39367,Jagrati Goel,VAQGW1377K,988240596644,1965-10-31 00:00:00,LUDHIANA,PUNJAB,47092.0,STUDENT,2024-09-25 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,60,False,False,True,False,False
USR46222,Ekanta Shenoy,SPXKB2932Y,785666992022,,CHENNAI,TAMIL_NADU,10328.0,RETIRED,2026-02-25 22:43:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR38971,Charan Khatri,KJEJE6126X,933602024922,1992-05-04 19:30:01,DELHI,DELHI,14671.0,RETIRED,2025-06-02 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,34,False,False,False,False,False
USR40148,Rachit Vasa,MBMYJ8685J,384973061941,,JALANDHAR,PUNJAB,16806.0,GIG_WORKER,2025-08-15 04:08:22,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR44565,Upma Wali,NNSVR1473D,863805114887,,DELHI,DELHI,21697.0,BUSINESS_OWNER,2025-04-25 18:14:00,PENDING,LOW,True,True,False,False,True,False,False,False,,False,False,True,False,False
USR10030,Nirja Subramanian,UCCFI2469W,7814,1982-03-08 00:00:00,CHENNAI,TAMIL_NADU,83.4,UNEMPLOYED,,VERIFIED,MEDIUM,True,False,False,False,False,True,False,False,44,False,False,False,False,False
USR60219,Aahana Kapur,YTRFJ1401G,9680271580,,MUMBAI,MAHARASHTRA,47.9,SALARIED,,PENDING,LOW,True,False,False,False,True,False,False,False,,False,False,True,False,False
USR35173,yashica wali,NJJDX8844X,375207589023,2007-01-04 15:47:15,BENGALURU,KARNATAKA,29694.0,FREELANCER,,PENDING,LOW,True,True,False,False,False,True,False,False,19,False,False,True,False,False
USR56117,Geetika Badal,HMKZB8838J,,,HYD,TELANGANA,14073.0,RETIRED,2024-08-16 00:00:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR11923,Vritti Mistry,RZRCN0387O,123315450636,1992-12-05 18:27:19,JALANDHAR,PUNJAB,67825.0,FREELANCER,,REJECTED,LOW,True,True,False,False,False,False,False,False,33,False,True,False,False,True
USR51416,Aarav Viswanathan,RZTSW7808G,877016727258,1975-08-03 00:00:00,KOLKATA,WEST_BENGAL,15284.0,BUSINESS_OWNER,2024-09-19 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,51,False,False,False,False,False
USR37043,Lakshmi Golla,XGRRX5834M,341093833942,1977-08-08 00:00:00,CHENNAI,TAMIL_NADU,50631.0,FREELANCER,,PENDING,MEDIUM,True,True,False,False,False,False,False,False,49,False,False,True,False,False
USR66553,Chakradev Deep,WOXGR5938P,,,BOMBAY,MAHARASHTRA,17861.0,FREELANCER,,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR73364,YAMINI BALAKRISHNAN,PFABZ8385W,051247304663,1990-06-23 00:00:00,ASR,PUNJAB,76046.0,UNEMPLOYED,,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,36,False,False,False,False,True
USR12759,Anamika Virk,NHXVK0240R,2864128195771,2003-05-29 07:23:33,MUMBAY,MAHARASHTRA,49526.0,RETIRED,,PENDING,LOW,True,False,False,False,False,True,False,False,23,False,False,True,False,False
USR14376,Edhitha Dara,CUEGW4226O,,1967-10-13 00:00:00,HYDERABAD,TELANGANA,20505.0,SALARIED,2026-01-08 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,58,False,False,False,False,False
USR23009,Nidhi Ramakrishnan,ADTUK6976Q,,1985-06-21 08:02:00,CHENNAI,TAMIL_NADU,32749.0,FARMER,,VERIFIED,LOW,True,False,False,False,False,True,False,False,41,False,False,False,False,False
USR11812,Oscar Saini,IQXOK7853N,122286152391,1999-11-27 00:00:00,MADRAS,TAMIL_NADU,27022.0,FARMER,2024-09-15 00:00:00,VERIFIED,UNKNOWN,True,True,False,False,False,False,False,False,26,False,False,False,False,False
USR16454,Manbir Hari,TOVKF4377,155531875634,,POONA,MAHARASHTRA,,GIG_WORKER,2024-04-27 00:00:00,VERIFIED,LOW,False,True,True,False,True,False,False,False,,False,False,False,False,
USR93480,Neel Raval,EMFHA5398K,199816981545,1972-06-21 00:00:00,JAIPUR,RAJASTHAN,40113.0,RETIRED,2024-04-24 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,54,False,False,False,False,False
USR55519,arya maharaj,APMUG0412L,5036450270,1992-06-17 00:00:00,MUMBAI,MAHARASHTRA,21241.0,SALARIED,,VERIFIED,HIGH,True,False,False,False,False,True,False,False,34,False,False,False,True,False
USR56107,Yamini Grover,KEVPY3477Q,139596462802,,DELHI,DELHI,17278.0,RETIRED,2026-02-02 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,,False,False,False,False,False
USR20211,Manbir Mohan,LYQGB3068I,121103401769,,JALANDHAR,PUNJAB,,UNEMPLOYED,2024-05-19 00:00:00,VERIFIED,MEDIUM,True,True,False,True,True,False,False,False,,False,False,False,False,
USR73028,niharika khurana,STGZV6535C,474194122535,,DILLI,DELHI,,BUSINESS_OWNER,2024-03-05 00:00:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,
USR65311,Edhitha Dasgupta,TKXQJ3168H,415967308912,,AMRITSAR,PUNJAB,23398.0,UNEMPLOYED,2026-01-19 13:38:53,REJECTED,LOW,True,True,False,False,False,False,False,False,,False,True,False,False,False
USR60928,FAQID MANDAL,JSGXW1162R,310074319609,1981-08-08 00:00:00,DILLI,DELHI,36052.0,FREELANCER,2024-04-08 12:52:43,VERIFIED,HIGH,True,True,False,False,False,False,False,False,45,False,False,False,True,False
USR99001,Kamya Oak,XENZJ6927H,453452189501,1978-02-07 00:00:00,JPR,RAJASTHAN,36363.0,RETIRED,2025-08-22 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,48,False,False,True,False,False
USR76031,Benjamin Konda,TFNJS9552F,419880481653,1985-07-02 00:14:56,NEW_DELHI,DELHI,63119.0,GIG_WORKER,,VERIFIED,LOW,True,True,False,False,False,False,False,False,41,False,False,False,False,False
USR57011,kamya mohanty,MPYYY5445Z,111794045096,1995-01-19 00:00:00,BANGALORE,KARNATAKA,168450.0,BUSINESS_OWNER,,VERIFIED,HIGH,True,True,False,False,False,False,False,False,31,False,False,False,True,True
USR50902,Mita1i Prakash,ZZCLG5156Y,129869028023,1966-04-03 20:52:13,LUCKNOW,UTTAR_PRADESH,22862.0,FARMER,2024-11-28 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,60,False,False,True,False,False
USR81459,YastiBal,,2268343585,2000-09-28 00:00:00,AMRITSAR,PUNJAB,68730.0,BUSINESS_OWNER,,PENDING,HIGH,False,False,False,False,False,False,False,False,25,False,False,True,True,True
USR94869,Maya Baral,QOBDZ1192H,054358464254,2006-12-02 00:00:00,JPR,RAJASTHAN,,BUSINESS_OWNER,,VERIFIED,MEDIUM,True,True,False,True,False,True,False,False,19,False,False,False,False,
USR16733,Eshana Purohit,NVZYR7722Z,602217684759,1966-04-20 00:00:00,LDH,PUNJAB,28079.0,STUDENT,2024-11-29 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,60,False,False,False,False,False
USR34359,nathan sarna,RGARS0740S,308573093608,2000-05-07 00:00:00,JAIPUR,RAJASTHAN,26454.0,UNEMPLOYED,2024-05-19 15:36:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,26,False,False,False,False,False
USR43565,Ekansh Dugar,TOAOS6937C,874002247185,1996-01-29 00:00:00,HYDERABAD,TELANGANA,38878.0,FARMER,2024-07-25 00:00:00,VERIFIED,UNKNOWN,True,True,False,False,False,False,False,False,30,False,False,False,False,False
USR88531,CHAITALY SAVANT,MRZYD9810Z,335282214602,1962-05-03 09:28:00,JALANDAR,PUNJAB,31051.0,SALARIED,2024-02-14 00:00:00,PENDING,HIGH,True,True,False,False,False,False,False,False,64,False,False,True,True,False
USR46291,Anvi Barad,LGNRY0591I,6035,,HYD,TELANGANA,,FREELANCER,2025-04-22 00:00:00,VERIFIED,HIGH,True,False,False,False,False,False,False,False,,False,False,False,True,
USR59016,Jagvi Dutt,DVICV4700,,,LUDHIANA,PUNJAB,,STUDENT,,VERIFIED,LOW,False,False,False,False,True,False,False,False,,False,False,False,False,
USR37208,Adweta Chand,LLSIT6006X,7069332819179,,CHENNAI,TAMIL_NADU,12546.0,FREELANCER,,VERIFIED,HIGH,True,False,False,False,True,False,False,False,,False,False,False,True,False
USR42460,Krishna Kadakia,IGOHT0687W,4120,1961-11-16 06:28:00,HYDERABAD,TELANGANA,,SELF_EMPLOYED,2024-12-29 09:57:06,VERIFIED,LOW,True,False,False,False,False,False,False,False,64,False,False,False,False,
USR27768,Geetika Dhar,XOYCS7006K,806099694613,1965-11-21 00:00:00,MADRAS,TAMIL_NADU,,SALARIED,2024-01-25 07:38:00,VERIFIED,UNKNOWN,True,True,True,False,False,False,False,False,60,False,False,False,False,
USR98335,vincent srivastava,MVYQN5001U,437563036405,1972-09-20 00:00:00,CHENNAI,TAMIL_NADU,,GIG_WORKER,2024-05-23 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,53,False,False,False,False,
USR34613,Mahika Jani,ATNMR7740G,237700137058,,PUNE,MAHARASHTRA,30356.0,FARMER,2024-10-20 21:17:28,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR48236,Jacob Puri,CUYXA1622C,6119666640138,,BLR,KARNATAKA,,SELF_EMPLOYED,2024-11-26 00:00:00,VERIFIED,MEDIUM,True,False,True,False,False,False,False,False,,False,False,False,False,
USR67284,Radha Char,MUUSL2578P,2720,1966-11-13 00:00:00,BENGALURU,KARNATAKA,28185.0,FREELANCER,2026-01-15 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,59,False,False,False,False,False
USR80592,ADVAY CHEEMA,0XSBC9819X,557382200802,1966-09-28 00:00:00,DELHI,DELHI,34286.0,FARMER,,VERIFIED,LOW,False,True,False,False,False,False,False,False,59,False,False,False,False,False
USR63086,dakshesh lal,,599794340451,,AMRITSAR,PUNJAB,39280.0,STUDENT,2025-12-30 00:00:00,VERIFIED,MEDIUM,False,True,False,False,True,False,False,False,,False,False,False,False,False
USR53048,Varenya Parmar,IOTVX1378D,4796579534,1977-09-27 00:00:00,LDH,PUNJAB,,UNEMPLOYED,2024-12-13 00:00:00,PENDING,MEDIUM,True,False,False,False,False,False,False,False,48,False,False,True,False,
USR28591,Lakshmi Batra,FQXIU0746O,,1962-04-27 00:00:00,CHENNAI,TAMIL_NADU,31107.0,FREELANCER,2024-09-02 11:19:23,VERIFIED,LOW,True,False,False,False,False,False,False,False,64,False,False,False,False,False
USR12355,sara bhat,QLKOP3140K,863584145168,,BLR,KARNATAKA,54216.0,BUSINESS_OWNER,2025-07-27 00:00:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR45735,Qushi Chada,JRDKV3481L,825625699909,1986-12-26 00:00:00,KOLKATA,WEST_BENGAL,21592.0,FARMER,,VERIFIED,MEDIUM,True,True,False,False,False,True,False,False,39,False,False,False,False,False
USR44542,Vritti Gera,NBASZ8880C,267539647300,1962-08-29 00:00:00,LDH,PUNJAB,24579.0,GIG_WORKER,2025-11-27 23:21:13,VERIFIED,LOW,True,True,False,False,False,False,False,False,64,False,False,False,False,False
USR91570,Chanakya Dua,NKAGH1878M,5064,1961-03-13 00:00:00,PUNE,MAHARASHTRA,,FREELANCER,2025-05-25 00:01:00,VERIFIED,MEDIUM,True,False,False,False,False,False,False,False,65,False,False,False,False,
USR65603,Omya Barman,PXMMR7609K,085177295276,,HYDERABAD,TELANGANA,,SELF_EMPLOYED,2025-09-03 00:00:00,REJECTED,LOW,True,True,False,False,True,False,False,False,,False,True,False,False,
USR71382,PRIYA KAMDAR,CXGCR2563T,816847352776,1994-12-05 00:00:00,JALANDAR,PUNJAB,26548.0,FREELANCER,,PENDING,HIGH,True,True,False,False,False,True,False,False,31,False,False,True,True,False
USR55113,Zaitra Prabhu,XAAPT9561J,566801549099,2004-12-06 07:28:00,HYDERABAD,TELANGANA,33431.0,FARMER,2024-01-20 00:00:00,VERIFIED,HIGH,True,True,False,False,False,False,False,False,21,False,False,False,True,False
USR94318,Anvi Dubey,HFHRT4187C,798421032397,1994-11-02 00:00:00,BENGALURU,KARNATAKA,40.8,FARMER,2026-01-05 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,31,False,False,False,False,False
USR82553,TANISH RASTOGI,AMLUA6582I,255318221122,,LDH,PUNJAB,,RETIRED,,PENDING,HIGH,True,True,True,False,True,True,False,False,,False,False,True,True,
USR43421,CHARAN ARYA,RIMZN7706D,090588709309,1961-05-23 00:00:00,JALANDHAR,PUNJAB,20.8,RETIRED,2025-08-15 22:20:53,VERIFIED,LOW,True,True,False,False,False,False,False,False,65,False,False,False,False,False
USR78850,Watika Zachariah,JECIZ8479W,984395563932,1977-11-27 00:00:00,JAIPUR,RAJASTHAN,20612.0,FARMER,2024-05-28 00:00:00,VERIFIED,HIGH,True,True,False,False,False,False,False,False,48,False,False,False,True,False
USR94392,Lipika Sachdeva,CGSGO7142P,658080619114,1999-12-23 00:00:00,JALANDHAR,PUNJAB,,FREELANCER,,PENDING,HIGH,True,True,False,False,False,True,False,False,26,False,False,True,True,
USR94599,Bimala Maharaj,MDENU5426N,,2004-03-27 00:00:00,MADRAS,TAMIL_NADU,,RETIRED,2025-11-18 00:00:00,VERIFIED,LOW,True,False,False,True,False,False,False,False,22,False,False,False,False,
USR69940,Oliver Agarwal,KOAFN6912U,456525704394,,MUMBAY,MAHARASHTRA,74.5,RETIRED,,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR11870,Charita Bhattacharyya,UCTSN2294D,2441,1998-07-12 00:00:00,BENGALURU,KARNATAKA,,UNEMPLOYED,,PENDING,LOW,True,False,False,False,False,False,False,False,28,False,False,True,False,
USR92687,Anmol Ranganathan,FRJGL8652D,748972976940,,MADRAS,TAMIL_NADU,34117.0,SALARIED,2025-01-23 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,,False,False,True,False,False
USR23485,Ba1van Shr0ff,JTDHG4464C,854282295531,2005-01-31 00:00:00,JALANDAR,PUNJAB,26348.0,UNEMPLOYED,2025-01-19 23:33:24,PENDING,LOW,True,True,False,False,False,False,False,False,21,False,False,True,False,False
USR83255,Liam Balay,WKECA2896R,297220114302,1980-11-02 00:00:00,CHENNAI,TAMIL_NADU,57225.0,SALARIED,2025-01-25 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,45,False,False,False,False,False
USR93339,Turvi Gill,WFZDC2545Q,145517652251,1982-10-03 00:00:00,LUDHIANA,PUNJAB,15510.0,GIG_WORKER,2025-08-29 02:27:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,43,False,False,False,False,False
USR24183,FAQID BALAN,BCGLV9739,745480158298,1992-03-15 00:00:00,CALCUTTA,WEST_BENGAL,23718.0,FARMER,2025-08-26 00:00:00,PENDING,LOW,False,True,False,False,False,False,False,False,34,False,False,True,False,False
USR41239,Lucky 0m,ONZLB5706O,442667972223,1961-06-16 00:00:00,LUCKNOW,UTTAR_PRADESH,11696.0,FARMER,2024-03-14 06:56:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,65,False,False,False,False,False
USR89712,Ranveer Ramachandran,VVEGP1274G,403877334657,,JPR,RAJASTHAN,68609.0,UNEMPLOYED,2024-09-01 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,True
USR66331,Simon Thaker,XCPPB5480K,871405804306,1997-12-25 00:00:00,HYDERABAD,TELANGANA,25298.0,RETIRED,2024-12-16 00:00:00,REJECTED,LOW,True,True,False,False,False,False,False,False,28,False,True,False,False,False
USR38345,Yachana Chaudhuri,BFSXA2155D,723771636310,1982-12-10 00:00:00,MUMBAY,MAHARASHTRA,27042.0,SELF_EMPLOYED,2025-09-28 00:00:00,VERIFIED,LOW,True,True,False,False,False,False,False,False,43,False,False,False,False,False
USR43442,DarshYohannan,QNWFK7916G,4207175275934,1993-02-15 00:00:00,LUCKNOW,UTTAR_PRADESH,23780.0,FARMER,2024-07-28 00:00:00,VERIFIED,UNKNOWN,True,False,False,False,False,False,False,False,33,False,False,False,False,False
USR32802,Deepa Sane,QEZVE4429V,385530574724,2002-06-01 00:00:00,KOLKATA,WEST_BENGAL,25297.0,RETIRED,,VERIFIED,LOW,True,True,False,False,False,False,False,False,24,False,False,False,False,False
USR34396,Warjas Devi,ZUDHC0549P,972137130611,1991-09-29 00:00:00,KOLKATA,WEST_BENGAL,19644.0,FREELANCER,2024-12-02 04:21:17,PENDING,LOW,True,True,False,False,False,False,False,False,34,False,False,True,False,False
USR15444,Krishna Chhabra,KMREP9878A,056765389399,1978-10-25 00:00:00,CALCUTTA,WEST_BENGAL,15332.0,FREELANCER,,VERIFIED,LOW,True,True,False,False,False,False,False,False,47,False,False,False,False,False
USR93743,MaxDeshpande,RDNNU9470P,989478482369,,PUNE,MAHARASHTRA,,UNEMPLOYED,,VERIFIED,LOW,True,True,True,False,True,True,False,False,,False,False,False,False,
USR45630,Dhriti Om,AVJMN0621W,062310855158,1968-12-10 00:00:00,JAIPUR,RAJASTHAN,44442.0,BUSINESS_OWNER,2024-10-25 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,57,False,False,False,False,False
USR72556,Rayaan Mand,OLUYE8222M,8549003366,2007-04-18 00:00:00,CHENNAI,TAMIL_NADU,61482.0,BUSINESS_OWNER,2024-03-10 00:00:00,PENDING,UNKNOWN,True,False,False,False,False,False,False,False,19,False,False,True,False,False
USR30404,Ishanvi Sama,1MQTQ4875C,493303466740,1968-06-13 00:00:00,ASR,PUNJAB,32964.0,BUSINESS_OWNER,2024-11-12 05:18:51,VERIFIED,LOW,False,True,False,False,False,False,False,False,58,False,False,False,False,False
USR44218,Bhavini Kamdar,YOJZT1982O,428593145758,,JPR,RAJASTHAN,47468.0,FARMER,2025-11-19 00:00:00,VERIFIED,UNKNOWN,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR49721,Vanya Krishna,ISBZY1584,,1989-03-18 00:00:00,JALANDHAR,PUNJAB,23768.0,SELF_EMPLOYED,2025-07-29 00:00:00,VERIFIED,LOW,False,False,False,False,False,False,False,False,37,False,False,False,False,False
USR48034,Ishaan Chakraborty,XSGPR9559K,194467519850,1986-11-13 13:04:47,MUMBAY,MAHARASHTRA,17021.0,UNEMPLOYED,2024-04-29 02:13:36,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,39,False,False,False,False,False
USR38373,Isha Reddy,SIMFC5227Y,988112193485,1971-10-10 00:00:00,MUMBAI,MAHARASHTRA,11268.0,STUDENT,2024-03-03 10:33:09,VERIFIED,HIGH,True,True,False,False,False,False,False,False,54,False,False,False,True,False
USR30543,Lekha Koshy,OBIFL7101Q,644287808020,1982-02-01 00:00:00,DILLI,DELHI,10827.0,SELF_EMPLOYED,2025-08-30 00:00:00,PENDING,LOW,True,True,False,False,False,False,False,False,44,False,False,True,False,False
USR10836,RushilBava,RRTPX9574V,5673,,LUCKNOW,UTTAR_PRADESH,16829.0,GIG_WORKER,2025-04-23 00:00:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR52597,vasana bakshi,BJQXF4338Y,814079015668,,JALANDHAR,PUNJAB,22734.0,RETIRED,2025-10-13 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR63210,Guneet Ghose,RATLJ7288B,828461406633,1970-04-13 00:00:00,JALANDHAR,PUNJAB,30329.0,GIG_WORKER,,PENDING,LOW,True,True,False,False,False,False,False,False,56,False,False,True,False,False
USR68842,daksha natarajan,FOLOT9620Q,131509277401,,HYD,TELANGANA,,UNEMPLOYED,2025-07-21 00:08:00,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,
USR20568,Anth0ny H0ra,XUYYH4247M,5215,1975-06-23 00:00:00,AMRITSAR,PUNJAB,23173.0,SELF_EMPLOYED,2024-09-20 00:00:00,VERIFIED,LOW,True,False,False,False,False,False,False,False,51,False,False,False,False,False
USR43099,Nidhi Sibal,ZIYQN4077U,876600929068,,CHENNAI,TAMIL_NADU,19.3,FREELANCER,2025-10-06 04:35:53,VERIFIED,LOW,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR83880,Ekaraj Oak,UNEON3161L,8752,,DELHI,DELHI,8433.0,RETIRED,2024-09-12 00:00:00,VERIFIED,LOW,True,False,False,False,True,False,False,False,,False,False,False,False,False
USR66662,Tristan Bhargava,GTODZ4857B,114193984398,1972-05-20 21:28:15,JALANDAR,PUNJAB,11596.0,SALARIED,2025-08-14 00:00:00,VERIFIED,MEDIUM,True,True,False,False,False,False,False,False,54,False,False,False,False,False
USR65967,FORUM DUGAR,GAXMM7301G,052137299817,,DELHI,DELHI,13987.0,UNEMPLOYED,2024-07-06 00:00:00,VERIFIED,MEDIUM,True,True,False,False,True,False,False,False,,False,False,False,False,False
USR19809,Chandran Bali,GEBZQ0083N,,1996-07-17 00:00:00,BANGALORE,KARNATAKA,,RETIRED,2025-04-17 00:00:00,PENDING,MEDIUM,True,False,False,False,False,False,False,False,30,False,False,True,False,
